event_date,sale_date,days_to_event,venue,genre,ticket_tier,base_price,artist_popularity,temperature_c,is_cold,is_rainy,is_weekend,is_saturday,month,day_of_week,has_competing_event,is_peak_season,viral_shock,transport_disruption,venue_location_premium,price_adjustment_pct,optimal_price
2024-12-04,2024-10-15,50,"Motorpoint Arena, Cardiff",Musical Theatre,Standard (Seated),78.0,3,6.4,1,1,0,0,12,2,1,1,0,0,0.0,-1.93,76.5
2024-05-16,2024-03-05,72,"First Direct Arena, Leeds",R&B,Premium (Seated),125.0,5,16.1,0,0,0,0,5,3,0,0,0,0,0.02,13.42,142.0
2023-05-25,2023-01-26,119,"O2 Arena, London",Electronic/Dance,Premium (Seated),125.0,3,16.8,0,0,0,0,5,3,1,0,0,0,0.22,13.48,142.0
2023-07-20,2023-05-18,63,"O2 Arena, London",Musical Theatre,Standing (General),48.0,6,21.8,0,0,0,0,7,3,0,1,0,0,0.22,22.0,58.5
2024-12-24,2024-07-09,168,"O2 Arena, London",Rock,Premium (Seated),125.0,8,-0.1,1,1,0,0,12,1,1,1,0,0,0.22,22.0,152.5
2024-04-05,2024-03-10,26,"First Direct Arena, Leeds",Rock,Premium (Seated),125.0,7,6.5,1,1,1,0,4,4,1,0,0,0,0.02,10.62,138.5
2024-07-11,2024-05-24,48,"O2 Arena, London",Classical,Standard (Seated),78.0,3,21.8,0,0,0,0,7,3,1,1,0,1,0.22,2.73,80.0
2024-06-30,2024-03-12,110,"O2 Arena, London",Rock,VIP Package,210.0,5,16.5,0,0,1,0,6,6,0,0,0,0,0.22,22.0,256.0
2023-09-10,2023-06-01,101,"Glastonbury Festival, Somerset",Jazz,Standing (General),48.0,5,9.9,0,1,1,0,9,6,0,0,0,0,0.35,22.0,58.5
2024-01-25,2023-11-21,65,"Glastonbury Festival, Somerset",Pop,Standing (General),48.0,9,2.4,1,1,0,0,1,3,0,0,1,0,0.35,22.0,58.5
2024-08-16,2024-03-23,146,"First Direct Arena, Leeds",Pop,Premium (Seated),125.0,7,12.3,0,1,1,0,8,4,0,1,0,0,0.02,22.0,152.5
2023-09-13,2023-07-25,50,"Boardmasters, Newquay",Musical Theatre,Standard (Seated),78.0,2,7.0,1,1,0,0,9,2,0,0,0,0,0.15,10.26,86.0
2024-12-09,2024-10-02,68,"O2 Arena, London",Electronic/Dance,Standard (Seated),78.0,3,1.4,1,1,0,0,12,0,0,1,0,0,0.22,22.0,95.0
2024-03-25,2024-01-14,71,"Utilita Arena, Birmingham",Hip-Hop,Standing (General),48.0,6,6.7,1,1,0,0,3,0,0,0,0,0,0.05,12.32,54.0
2023-01-10,2022-08-14,149,"Utilita Arena, Birmingham",Rock,Premium (Seated),125.0,3,7.9,1,1,0,0,1,1,1,0,0,0,0.05,-15.57,105.5
2023-08-30,2023-03-09,174,"First Direct Arena, Leeds",Pop,Premium (Seated),125.0,9,18.3,0,0,0,0,8,2,1,1,0,0,0.02,22.0,152.5
2023-09-08,2023-06-12,88,Manchester Arena,Jazz,Standard (Seated),78.0,10,11.9,0,1,1,0,9,4,1,0,0,1,0.08,10.68,86.5
2023-01-05,2022-07-16,173,"First Direct Arena, Leeds",R&B,VIP Package,210.0,7,4.9,1,1,0,0,1,3,0,0,1,0,0.02,22.0,256.0
2023-04-29,2022-12-15,135,Manchester Arena,R&B,Standing (General),48.0,1,8.1,0,1,1,1,4,5,0,0,0,1,0.08,-1.28,47.5
2024-01-09,2023-08-30,132,"SSE Hydro, Glasgow",Pop,Standing (General),48.0,5,4.0,1,1,0,0,1,1,0,0,0,0,0.03,-1.23,47.5
2023-03-06,2022-12-28,68,"O2 Arena, London",R&B,Standard (Seated),78.0,5,8.4,0,1,0,0,3,0,1,0,1,0,0.22,22.0,95.0
2023-05-26,2023-01-08,138,"O2 Arena, London",Classical,Premium (Seated),125.0,7,21.7,0,0,1,0,5,4,1,0,0,0,0.22,22.0,152.5
2023-08-12,2023-05-30,74,"O2 Arena, London",Jazz,Standing (General),48.0,4,19.9,0,0,1,1,8,5,0,1,0,0,0.22,22.0,58.5
2023-08-27,2023-07-19,39,Manchester Arena,Hip-Hop,Standing (General),48.0,4,13.2,0,0,1,0,8,6,0,1,0,0,0.08,17.72,56.5
2023-06-26,2023-01-13,164,"First Direct Arena, Leeds",Hip-Hop,Premium (Seated),125.0,2,10.2,0,1,0,0,6,0,0,0,1,0,0.02,3.98,130.0
2023-10-09,2023-07-30,71,"O2 Arena, London",Electronic/Dance,VIP Package,210.0,4,6.8,1,1,0,0,10,0,0,0,0,0,0.22,13.74,239.0
2023-03-04,2022-12-04,90,"Glastonbury Festival, Somerset",Electronic/Dance,Standard (Seated),78.0,9,6.0,1,1,1,1,3,5,0,0,0,0,0.35,22.0,95.0
2023-08-05,2023-03-19,139,Manchester Arena,Classical,Standing (General),48.0,9,11.9,0,1,1,1,8,5,0,1,0,1,0.08,22.0,58.5
2024-11-19,2024-06-03,169,"O2 Arena, London",Rock,VIP Package,210.0,7,2.3,1,1,0,0,11,1,0,0,0,0,0.22,22.0,256.0
2024-04-05,2024-01-22,74,"SSE Hydro, Glasgow",Rock,VIP Package,210.0,8,14.3,0,0,1,0,4,4,1,0,0,0,0.03,18.81,249.5
2024-09-01,2024-07-12,51,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,3,11.6,0,1,1,0,9,6,1,0,0,0,0.22,21.51,95.0
2023-04-15,2022-12-14,122,"Utilita Arena, Birmingham",Pop,Premium (Seated),125.0,6,19.4,0,0,1,1,4,5,0,0,0,1,0.05,7.65,134.5
2023-04-09,2022-11-19,141,"SSE Hydro, Glasgow",Pop,Premium (Seated),125.0,5,8.2,0,1,1,0,4,6,0,0,0,0,0.03,18.09,147.5
2024-05-25,2023-12-15,162,"O2 Arena, London",Electronic/Dance,VIP Package,210.0,5,20.9,0,0,1,1,5,5,0,0,0,0,0.22,22.0,256.0
2024-01-20,2023-09-04,138,"O2 Arena, London",Classical,Premium (Seated),125.0,4,5.8,1,1,1,1,1,5,1,0,1,1,0.22,7.03,134.0
2024-02-09,2023-11-05,96,Manchester Arena,Electronic/Dance,Standard (Seated),78.0,8,8.4,0,1,1,0,2,4,0,1,0,1,0.08,22.0,95.0
2024-06-01,2024-01-04,149,"O2 Arena, London",R&B,Standard (Seated),78.0,5,21.9,0,0,1,1,6,5,1,0,0,0,0.22,22.0,95.0
2024-04-20,2024-02-19,61,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,7,16.9,0,0,1,1,4,5,0,0,0,0,0.22,22.0,95.0
2024-12-09,2024-08-28,103,Manchester Arena,Hip-Hop,Standard (Seated),78.0,6,-3.7,1,1,0,0,12,0,1,1,0,0,0.08,4.85,82.0
2024-10-06,2024-04-28,161,Manchester Arena,Jazz,Premium (Seated),125.0,2,4.0,1,1,1,0,10,6,1,0,0,0,0.08,-12.83,109.0
2024-03-12,2023-09-28,166,"First Direct Arena, Leeds",Pop,VIP Package,210.0,1,13.4,0,0,0,0,3,1,1,0,0,1,0.02,-14.78,179.0
2023-01-23,2022-11-25,59,"SSE Hydro, Glasgow",Rock,Standard (Seated),78.0,7,1.8,1,1,0,0,1,0,1,0,0,0,0.03,-0.03,78.0
2024-07-18,2024-06-07,41,"Utilita Arena, Birmingham",R&B,Standard (Seated),78.0,5,20.6,0,0,0,0,7,3,0,1,0,0,0.05,14.34,89.0
2024-11-07,2024-06-16,144,"O2 Arena, London",Pop,Standard (Seated),78.0,7,3.8,1,1,0,0,11,3,1,0,0,0,0.22,22.0,95.0
2024-12-14,2024-09-19,86,"O2 Arena, London",Pop,Standard (Seated),78.0,4,0.1,1,1,1,1,12,5,1,1,0,0,0.22,22.0,95.0
2024-04-02,2024-03-24,9,"Glastonbury Festival, Somerset",Rock,Standard (Seated),78.0,8,11.1,0,1,0,0,4,1,1,0,0,0,0.35,22.0,95.0
2023-03-24,2023-01-26,57,"Utilita Arena, Birmingham",Electronic/Dance,Standing (General),48.0,7,4.2,1,1,1,0,3,4,0,0,0,0,0.05,22.0,58.5
2023-05-25,2022-11-28,178,"Glastonbury Festival, Somerset",Hip-Hop,Standard (Seated),78.0,4,18.8,0,0,0,0,5,3,0,0,0,0,0.35,22.0,95.0
2023-03-26,2022-10-27,150,Manchester Arena,Classical,Standing (General),48.0,5,4.9,1,1,1,0,3,6,0,0,0,0,0.08,3.35,49.5
2023-03-19,2023-02-17,30,"Utilita Arena, Birmingham",Pop,Standing (General),48.0,4,10.0,0,1,1,0,3,6,0,0,0,0,0.05,16.93,56.0
2024-04-01,2023-10-20,164,"First Direct Arena, Leeds",R&B,Premium (Seated),125.0,1,13.6,0,0,0,0,4,0,1,0,0,0,0.02,-17.52,103.0
2023-01-01,2022-12-21,11,Manchester Arena,Pop,Standing (General),48.0,6,7.0,1,1,1,0,1,6,0,0,0,0,0.08,22.0,58.5
2023-02-20,2022-11-10,102,"First Direct Arena, Leeds",R&B,Standard (Seated),78.0,4,14.0,0,0,0,0,2,0,0,1,0,0,0.02,10.58,86.5
2024-11-15,2024-11-04,11,"First Direct Arena, Leeds",R&B,Standing (General),48.0,8,1.7,1,1,1,0,11,4,0,0,0,1,0.02,22.0,58.5
2024-12-17,2024-11-11,36,"O2 Arena, London",Electronic/Dance,Standing (General),48.0,8,3.8,1,1,0,0,12,1,1,1,0,0,0.22,22.0,58.5
2024-03-21,2023-12-20,92,Manchester Arena,Musical Theatre,Premium (Seated),125.0,7,10.0,0,1,0,0,3,3,0,0,0,0,0.08,22.0,152.5
2024-03-24,2023-10-30,146,"Motorpoint Arena, Cardiff",Jazz,Standard (Seated),78.0,3,6.9,1,1,1,0,3,6,1,0,0,0,0.0,-16.27,65.5
2024-05-02,2023-11-25,159,"Glastonbury Festival, Somerset",Hip-Hop,VIP Package,210.0,2,21.1,0,0,0,0,5,3,0,0,0,0,0.35,22.0,256.0
2023-02-03,2023-01-21,13,Manchester Arena,Musical Theatre,Standard (Seated),78.0,7,7.4,1,1,1,0,2,4,0,1,0,0,0.08,22.0,95.0
2023-12-14,2023-09-03,102,Manchester Arena,Hip-Hop,Standing (General),48.0,8,4.1,1,1,0,0,12,3,0,1,0,0,0.08,22.0,58.5
2023-04-05,2023-02-25,39,"O2 Arena, London",Jazz,Standard (Seated),78.0,4,17.1,0,0,0,0,4,2,0,0,0,0,0.22,11.21,86.5
2023-03-13,2022-11-17,116,"SSE Hydro, Glasgow",Electronic/Dance,Premium (Seated),125.0,4,10.2,0,1,0,0,3,0,0,0,0,0,0.03,-2.06,122.5
2024-07-04,2024-04-28,67,Manchester Arena,Electronic/Dance,Standard (Seated),78.0,4,16.4,0,0,0,0,7,3,0,1,1,0,0.08,22.0,95.0
2023-06-03,2023-02-17,106,"Boardmasters, Newquay",Classical,VIP Package,210.0,7,21.7,0,0,1,1,6,5,0,0,0,0,0.15,22.0,256.0
2023-09-07,2023-06-22,77,Manchester Arena,Pop,Standard (Seated),78.0,6,9.4,0,1,0,0,9,3,1,0,0,0,0.08,10.23,86.0
2024-11-04,2024-09-26,39,Manchester Arena,Hip-Hop,Standard (Seated),78.0,2,-1.1,1,1,0,0,11,0,0,0,0,0,0.08,0.95,78.5
2024-03-13,2023-11-02,132,"Utilita Arena, Birmingham",Musical Theatre,Premium (Seated),125.0,6,11.7,0,1,0,0,3,2,0,0,0,0,0.05,22.0,152.5
2023-04-28,2023-01-15,103,"Motorpoint Arena, Cardiff",Hip-Hop,VIP Package,210.0,1,18.7,0,0,1,0,4,4,0,0,0,0,0.0,-0.49,209.0
2023-11-02,2023-05-28,158,"First Direct Arena, Leeds",Pop,Standard (Seated),78.0,7,0.7,1,1,0,0,11,3,0,0,1,0,0.02,22.0,95.0
2023-09-25,2023-07-09,78,Manchester Arena,R&B,Standing (General),48.0,7,4.5,1,1,0,0,9,0,0,0,0,0,0.08,21.04,58.0
2023-02-23,2023-02-07,16,"Boardmasters, Newquay",Jazz,Standard (Seated),78.0,7,6.4,1,1,0,0,2,3,0,1,0,0,0.15,22.0,95.0
2023-08-24,2023-06-17,68,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,6,10.3,0,1,0,0,8,3,0,1,0,0,0.22,22.0,95.0
2024-01-24,2023-09-18,128,"Glastonbury Festival, Somerset",R&B,VIP Package,210.0,3,1.1,1,1,0,0,1,2,0,0,0,0,0.35,22.0,256.0
2024-02-05,2023-11-29,68,"O2 Arena, London",Jazz,Standard (Seated),78.0,7,6.3,1,1,0,0,2,0,1,1,1,0,0.22,22.0,95.0
2024-09-15,2024-04-14,154,"Motorpoint Arena, Cardiff",Musical Theatre,Standing (General),48.0,8,-0.4,1,1,1,0,9,6,0,0,0,0,0.0,9.67,52.5
2023-10-30,2023-05-08,175,"Utilita Arena, Birmingham",Pop,VIP Package,210.0,6,4.4,1,1,0,0,10,0,0,0,0,0,0.05,3.09,216.5
2023-07-26,2023-03-27,121,Manchester Arena,Jazz,Premium (Seated),125.0,4,15.6,0,0,0,0,7,2,0,1,0,0,0.08,2.3,128.0
2023-08-17,2023-06-26,52,"Glastonbury Festival, Somerset",Rock,Standing (General),48.0,3,20.5,0,0,0,0,8,3,0,1,0,0,0.35,22.0,58.5
2024-07-31,2024-03-14,139,"O2 Arena, London",Electronic/Dance,VIP Package,210.0,3,16.4,0,0,0,0,7,2,0,1,0,0,0.22,22.0,256.0
2023-03-16,2022-12-30,76,"O2 Arena, London",Electronic/Dance,Standard (Seated),78.0,1,17.5,0,0,0,0,3,3,0,0,0,0,0.22,12.69,88.0
2024-03-10,2024-01-02,68,"Utilita Arena, Birmingham",Hip-Hop,Standard (Seated),78.0,1,14.3,0,0,1,0,3,6,0,0,1,0,0.05,22.0,95.0
2023-04-13,2023-03-15,29,Manchester Arena,Classical,VIP Package,210.0,4,15.6,0,0,0,0,4,3,0,0,0,0,0.08,-0.52,209.0
2024-02-26,2024-02-25,1,"Utilita Arena, Birmingham",R&B,Standard (Seated),78.0,8,7.3,1,1,0,0,2,0,0,1,0,0,0.05,22.0,95.0
2024-12-04,2024-08-03,123,"O2 Arena, London",Musical Theatre,Standing (General),48.0,6,3.1,1,1,0,0,12,2,0,1,0,0,0.22,22.0,58.5
2023-11-02,2023-10-19,14,"O2 Arena, London",Jazz,Standard (Seated),78.0,4,3.5,1,1,0,0,11,3,1,0,0,0,0.22,10.95,86.5
2023-04-08,2022-10-28,162,"O2 Arena, London",Classical,Premium (Seated),125.0,1,8.8,0,1,1,1,4,5,0,0,1,0,0.22,22.0,152.5
2023-12-01,2023-11-25,6,"O2 Arena, London",R&B,Standing (General),48.0,10,3.2,1,1,1,0,12,4,1,1,1,0,0.22,22.0,58.5
2024-03-10,2024-02-13,26,"First Direct Arena, Leeds",Pop,Standard (Seated),78.0,5,10.3,0,1,1,0,3,6,0,0,0,0,0.02,22.0,95.0
2024-03-22,2023-10-26,148,"SSE Hydro, Glasgow",Electronic/Dance,Premium (Seated),125.0,10,7.7,1,1,1,0,3,4,0,0,0,0,0.03,22.0,152.5
2023-11-04,2023-05-29,159,"Glastonbury Festival, Somerset",Musical Theatre,Standard (Seated),78.0,7,9.2,0,1,1,1,11,5,0,0,0,0,0.35,22.0,95.0
2023-09-06,2023-04-11,148,"Motorpoint Arena, Cardiff",Pop,Premium (Seated),125.0,1,9.3,0,1,0,0,9,2,0,0,0,0,0.0,-14.79,106.5
2023-06-15,2023-04-21,55,"O2 Arena, London",Musical Theatre,VIP Package,210.0,8,14.3,0,0,0,0,6,3,1,0,0,1,0.22,22.0,256.0
2024-04-25,2024-02-17,68,Manchester Arena,Jazz,Standard (Seated),78.0,5,12.0,0,1,0,0,4,3,0,0,1,0,0.08,19.53,93.0
2023-12-01,2023-11-17,14,"O2 Arena, London",Hip-Hop,Standard (Seated),78.0,5,4.9,1,1,1,0,12,4,0,1,1,0,0.22,22.0,95.0
2024-06-25,2024-04-06,80,Manchester Arena,Hip-Hop,Standing (General),48.0,7,19.0,0,0,0,0,6,1,0,0,0,0,0.08,22.0,58.5
2023-04-16,2023-03-03,44,"First Direct Arena, Leeds",Electronic/Dance,Standard (Seated),78.0,7,14.2,0,0,1,0,4,6,0,0,0,0,0.02,22.0,95.0
2024-07-16,2024-01-21,177,"O2 Arena, London",Classical,Premium (Seated),125.0,7,12.1,0,1,0,0,7,1,0,1,0,0,0.22,22.0,152.5
2023-03-22,2023-02-16,34,"O2 Arena, London",R&B,Standing (General),48.0,7,14.2,0,0,0,0,3,2,1,0,0,0,0.22,22.0,58.5
2023-05-13,2023-03-31,43,"Glastonbury Festival, Somerset",Jazz,Standard (Seated),78.0,6,14.8,0,0,1,1,5,5,0,0,0,0,0.35,22.0,95.0
2023-05-18,2023-03-22,57,"First Direct Arena, Leeds",Hip-Hop,Standard (Seated),78.0,6,18.2,0,0,0,0,5,3,1,0,0,0,0.02,3.67,81.0
2023-07-03,2023-03-05,120,Manchester Arena,Classical,Standard (Seated),78.0,8,16.6,0,0,0,0,7,0,0,1,0,0,0.08,22.0,95.0
2024-02-05,2023-12-31,36,"O2 Arena, London",Classical,Standing (General),48.0,6,0.4,1,1,0,0,2,0,0,1,0,1,0.22,20.84,58.0
2023-11-26,2023-07-06,143,"O2 Arena, London",Pop,Premium (Seated),125.0,2,4.4,1,1,1,0,11,6,1,0,0,0,0.22,12.36,140.5
2024-05-22,2024-02-14,98,"Glastonbury Festival, Somerset",Pop,Standing (General),48.0,6,12.7,0,1,0,0,5,2,1,0,0,0,0.35,22.0,58.5
2023-03-10,2022-10-12,149,"O2 Arena, London",Jazz,Premium (Seated),125.0,3,11.2,0,1,1,0,3,4,1,0,0,0,0.22,7.46,134.5
2024-06-29,2024-06-11,18,Manchester Arena,Rock,Standard (Seated),78.0,1,16.2,0,0,1,1,6,5,0,0,0,0,0.08,9.63,85.5
2023-02-22,2022-11-04,110,"O2 Arena, London",Electronic/Dance,Standard (Seated),78.0,3,5.3,1,1,0,0,2,2,0,1,0,0,0.22,22.0,95.0
2024-03-25,2023-12-05,111,"First Direct Arena, Leeds",R&B,Standing (General),48.0,3,12.5,0,1,0,0,3,0,1,0,0,0,0.02,-3.95,46.0
2023-07-24,2023-05-23,62,"O2 Arena, London",Pop,Premium (Seated),125.0,2,12.5,0,1,0,0,7,0,0,1,0,0,0.22,22.0,152.5
2023-05-06,2023-02-09,86,"Motorpoint Arena, Cardiff",Pop,Standing (General),48.0,3,27.8,0,0,1,1,5,5,1,0,0,0,0.0,-2.24,47.0
2023-02-12,2022-11-20,84,"Motorpoint Arena, Cardiff",Jazz,Standing (General),48.0,6,3.0,1,1,1,0,2,6,0,1,0,0,0.0,12.69,54.0
2023-04-21,2023-01-18,93,"Motorpoint Arena, Cardiff",Hip-Hop,Standard (Seated),78.0,3,16.4,0,0,1,0,4,4,1,0,0,0,0.0,2.55,80.0
2024-10-24,2024-07-19,97,Manchester Arena,Electronic/Dance,Premium (Seated),125.0,4,9.2,0,1,0,0,10,3,0,0,0,0,0.08,8.69,136.0
2023-07-02,2023-01-28,155,"Motorpoint Arena, Cardiff",Musical Theatre,Standing (General),48.0,8,22.3,0,0,1,0,7,6,0,1,0,0,0.0,22.0,58.5
2023-04-05,2023-02-15,49,"First Direct Arena, Leeds",Pop,Standing (General),48.0,8,11.7,0,1,0,0,4,2,0,0,0,0,0.02,21.84,58.5
2024-01-09,2023-11-05,65,Manchester Arena,Rock,Premium (Seated),125.0,4,0.5,1,1,0,0,1,1,1,0,0,0,0.08,-0.98,124.0
2024-06-03,2024-03-03,92,"Utilita Arena, Birmingham",Classical,Premium (Seated),125.0,8,21.8,0,0,0,0,6,0,1,0,0,0,0.05,15.48,144.5
2023-12-26,2023-11-13,43,"O2 Arena, London",Classical,Standing (General),48.0,6,3.9,1,1,0,0,12,1,1,1,0,0,0.22,22.0,58.5
2024-11-26,2024-10-02,55,"O2 Arena, London",R&B,Standard (Seated),78.0,3,5.1,1,1,0,0,11,1,0,0,0,0,0.22,22.0,95.0
2023-10-08,2023-09-16,22,"SSE Hydro, Glasgow",Musical Theatre,Standard (Seated),78.0,7,7.9,1,1,1,0,10,6,0,0,0,0,0.03,17.93,92.0
2023-07-14,2023-05-20,55,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,8,17.3,0,0,1,0,7,4,1,1,0,0,0.22,22.0,95.0
2023-07-14,2023-05-01,74,"Utilita Arena, Birmingham",Pop,Premium (Seated),125.0,6,17.6,0,0,1,0,7,4,0,1,0,0,0.05,19.71,149.5
2024-10-28,2024-10-18,10,Manchester Arena,Pop,Standing (General),48.0,3,10.7,0,1,0,0,10,0,0,0,0,0,0.08,10.25,53.0
2023-04-03,2022-10-12,173,"Glastonbury Festival, Somerset",Jazz,Premium (Seated),125.0,2,14.6,0,0,0,0,4,0,0,0,0,1,0.35,-0.26,124.5
2024-11-02,2024-07-28,97,"Boardmasters, Newquay",Rock,Standard (Seated),78.0,3,-0.5,1,1,1,1,11,5,0,0,0,0,0.15,16.04,90.5
2023-03-02,2023-01-03,58,"Glastonbury Festival, Somerset",Pop,Standard (Seated),78.0,4,6.9,1,1,0,0,3,3,0,0,0,0,0.35,18.4,92.5
2024-09-25,2024-06-02,115,Manchester Arena,Classical,Standard (Seated),78.0,4,9.1,0,1,0,0,9,2,0,0,0,0,0.08,-0.38,77.5
2023-02-20,2023-02-04,16,"O2 Arena, London",R&B,VIP Package,210.0,5,7.2,1,1,0,0,2,0,1,1,0,0,0.22,22.0,256.0
2024-02-07,2023-11-26,73,"First Direct Arena, Leeds",Electronic/Dance,Standing (General),48.0,5,9.4,0,1,0,0,2,2,1,1,0,0,0.02,16.52,56.0
2023-01-05,2022-11-09,57,"O2 Arena, London",Pop,Standing (General),48.0,5,11.5,0,1,0,0,1,3,0,0,0,0,0.22,22.0,58.5
2024-04-10,2024-01-29,72,"O2 Arena, London",Hip-Hop,Standing (General),48.0,4,13.1,0,0,0,0,4,2,1,0,0,0,0.22,22.0,58.5
2024-08-26,2024-06-15,72,"Utilita Arena, Birmingham",Electronic/Dance,VIP Package,210.0,2,9.1,0,1,0,0,8,0,0,1,0,0,0.05,0.27,210.5
2024-11-12,2024-06-23,142,"First Direct Arena, Leeds",Rock,Premium (Seated),125.0,5,-2.5,1,1,0,0,11,1,0,0,0,0,0.02,-0.87,124.0
2024-06-17,2024-02-23,115,"Boardmasters, Newquay",Rock,Standard (Seated),78.0,10,17.2,0,0,0,0,6,0,1,0,0,0,0.15,22.0,95.0
2024-02-09,2023-12-24,47,"O2 Arena, London",Electronic/Dance,Standing (General),48.0,6,6.0,1,1,1,0,2,4,0,1,0,0,0.22,22.0,58.5
2024-05-27,2024-01-15,133,Manchester Arena,Musical Theatre,Premium (Seated),125.0,5,19.1,0,0,0,0,5,0,0,0,0,0,0.08,22.0,152.5
2024-10-06,2024-06-16,112,"O2 Arena, London",Musical Theatre,Premium (Seated),125.0,2,14.6,0,0,1,0,10,6,0,0,0,0,0.22,15.69,144.5
2023-08-21,2023-06-15,67,"Glastonbury Festival, Somerset",Rock,Standard (Seated),78.0,3,16.2,0,0,0,0,8,0,0,1,0,1,0.35,22.0,95.0
2024-06-07,2024-02-22,106,"Motorpoint Arena, Cardiff",Classical,Standard (Seated),78.0,6,18.3,0,0,1,0,6,4,0,0,0,0,0.0,2.5,80.0
2023-12-12,2023-10-04,69,"Motorpoint Arena, Cardiff",Classical,Standing (General),48.0,5,5.5,1,1,0,0,12,1,0,1,0,1,0.0,-2.78,46.5
2023-02-15,2023-01-07,39,"Glastonbury Festival, Somerset",Jazz,Standard (Seated),78.0,1,0.5,1,1,0,0,2,2,1,1,0,0,0.35,17.83,92.0
2024-06-29,2024-04-09,81,"First Direct Arena, Leeds",Electronic/Dance,Premium (Seated),125.0,2,18.9,0,0,1,1,6,5,0,0,0,0,0.02,-0.52,124.5
2023-03-19,2022-12-29,80,"First Direct Arena, Leeds",Pop,Standing (General),48.0,4,4.3,1,1,1,0,3,6,0,0,0,0,0.02,7.57,51.5
2024-12-30,2024-07-21,162,Manchester Arena,Classical,Standard (Seated),78.0,2,6.9,1,1,0,0,12,0,0,1,0,0,0.08,-8.67,71.0
2023-03-14,2023-03-08,6,"Utilita Arena, Birmingham",Pop,Standing (General),48.0,9,5.3,1,1,0,0,3,1,0,0,1,0,0.05,22.0,58.5
2023-09-06,2023-08-20,17,"First Direct Arena, Leeds",Pop,Premium (Seated),125.0,1,13.5,0,0,0,0,9,2,1,0,1,0,0.02,5.69,132.0
2023-02-16,2023-01-24,23,"First Direct Arena, Leeds",Hip-Hop,Standard (Seated),78.0,9,8.8,0,1,0,0,2,3,0,1,1,0,0.02,22.0,95.0
2023-05-01,2023-04-23,8,"Glastonbury Festival, Somerset",Musical Theatre,Standing (General),48.0,6,22.1,0,0,0,0,5,0,0,0,0,0,0.35,22.0,58.5
2023-08-02,2023-07-10,23,"Boardmasters, Newquay",Rock,Standard (Seated),78.0,5,10.8,0,1,0,0,8,2,0,1,0,1,0.15,19.12,93.0
2023-08-27,2023-08-03,24,"Motorpoint Arena, Cardiff",Hip-Hop,Standard (Seated),78.0,5,13.8,0,0,1,0,8,6,0,1,0,0,0.0,21.71,95.0
2023-02-25,2023-01-06,50,"SSE Hydro, Glasgow",Rock,Standing (General),48.0,5,6.4,1,1,1,1,2,5,0,1,0,0,0.03,10.72,53.0
2023-12-16,2023-07-24,145,"SSE Hydro, Glasgow",Musical Theatre,Premium (Seated),125.0,6,0.2,1,1,1,1,12,5,0,1,0,1,0.03,13.2,141.5
2023-04-17,2022-12-07,131,"O2 Arena, London",Electronic/Dance,Standing (General),48.0,3,15.7,0,0,0,0,4,0,1,0,0,0,0.22,12.65,54.0
2023-02-17,2023-01-06,42,"O2 Arena, London",Rock,Standing (General),48.0,2,8.6,0,1,1,0,2,4,0,1,0,0,0.22,22.0,58.5
2024-07-26,2024-03-19,129,"SSE Hydro, Glasgow",Rock,Standing (General),48.0,5,12.8,0,1,1,0,7,4,0,1,0,0,0.03,14.79,55.0
2023-12-03,2023-09-22,72,"SSE Hydro, Glasgow",R&B,Standing (General),48.0,2,-4.4,1,1,1,0,12,6,0,1,0,0,0.03,0.73,48.5
2023-01-26,2022-09-29,119,"O2 Arena, London",Pop,Standing (General),48.0,4,0.3,1,1,0,0,1,3,0,0,0,0,0.22,22.0,58.5
2023-09-14,2023-07-07,69,"Glastonbury Festival, Somerset",Pop,Standing (General),48.0,8,9.7,0,1,0,0,9,3,0,0,1,0,0.35,22.0,58.5
2023-01-08,2022-12-11,28,"O2 Arena, London",Hip-Hop,Standard (Seated),78.0,8,0.5,1,1,1,0,1,6,0,0,0,0,0.22,22.0,95.0
2024-09-16,2024-05-19,120,Manchester Arena,R&B,Standing (General),48.0,7,9.0,0,1,0,0,9,0,0,0,0,1,0.08,0.11,48.0
2023-09-10,2023-04-27,136,"SSE Hydro, Glasgow",Classical,Premium (Seated),125.0,5,6.9,1,1,1,0,9,6,0,0,0,0,0.03,-4.98,119.0
2024-11-22,2024-10-24,29,"O2 Arena, London",Pop,Standing (General),48.0,1,8.4,0,1,1,0,11,4,0,0,0,0,0.22,22.0,58.5
2024-12-19,2024-10-13,67,"O2 Arena, London",Hip-Hop,Standing (General),48.0,2,-1.8,1,1,0,0,12,3,0,1,0,0,0.22,18.61,57.0
2023-10-30,2023-06-20,132,Manchester Arena,R&B,Standing (General),48.0,8,3.3,1,1,0,0,10,0,1,0,0,0,0.08,8.86,52.5
2024-09-30,2024-08-23,38,"SSE Hydro, Glasgow",Pop,VIP Package,210.0,7,6.9,1,1,0,0,9,0,0,0,0,0,0.03,9.58,230.0
2023-02-25,2022-11-12,105,Manchester Arena,Electronic/Dance,Standard (Seated),78.0,4,2.4,1,1,1,1,2,5,1,1,0,0,0.08,21.61,95.0
